estrategia,ativo,retorno_total_%,drawdown_max_%,numero_trades,trades_por_ano,taxa_acerto_%,score_crescimento,score_fluxo,perfil,explicacao,nota_final
ZScore_60_entry2.0_exit0.0,USDBRL,17.32,18.82,0,0.0,0.0,33.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.5
TrendRev_MA200_RSI14_35_65,USDBRL,10.02,6.7,0,0.0,0.0,33.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.5
BB_Rev_20_2.5std_upper,USDBRL,11.03,8.33,0,0.0,0.0,33.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.5
MA_Cross_SMA_20_200,DOLFUT,16.39,17.53,0,0.0,0.0,32.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.45
Donchian_20_10,IVVB11,12.04,10.41,0,0.0,0.0,32.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.45
RSI_Rev_14_30_70,USDBRL,14.08,13.9,0,0.0,0.0,32.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.45
Momentum_126d_th5pct,BOVA11,32.22,44.43,0,0.0,0.0,32.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.4
RSI_Rev_14_30_70,DOLFUT,11.5,9.75,0,0.0,0.0,32.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.4
RSI_Rev_14_25_75,IVVB11,13.63,13.6,0,0.0,0.0,32.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.35
RSI_Bands_14_20_50,XAUUSD,5.44,0.42,0,0.0,0.0,32.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.3
Donchian_55_20,DOLFUT,8.92,6.48,0,0.0,0.0,32.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.25
BB_Rev_20_2.0std_mean,XAUUSD,10.88,9.97,0,0.0,0.0,32.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.2
TrendRev_MA200_RSI14_35_65,COPPERFUT,10.52,9.74,0,0.0,0.0,32.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.15
Momentum_252d_th0pct,WTIUSD,20.61,26.68,0,0.0,0.0,32.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.15
BB_Rev_20_2.0std_mean,USDBRL,14.85,17.44,0,0.0,0.0,32.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.1
ROC_20_th0,DOLFUT,8.65,7.39,0,0.0,0.0,32.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.05
TrendRev_MA200_RSI14_35_65,XAUUSD,8.82,8.75,0,0.0,0.0,31.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.9
MA_Filter_EMA_50,DOLFUT,7.52,7.57,0,0.0,0.0,31.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.75
RSI_Bands_14_20_50,BOVA11,14.68,19.92,0,0.0,0.0,31.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.7
RSI_Bands_14_20_50,XAUUSD,3.44,1.17,0,0.0,0.0,31.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.7
RSI_Rev_14_25_75,SOYFUT,11.5,14.54,0,0.0,0.0,31.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.7
MA_Filter_SMA_200,BOVA11,23.15,33.76,0,0.0,0.0,31.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.7
ZScore_60_entry2.0_exit0.0,SOYFUT,13.43,18.16,0,0.0,0.0,31.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.65
ROC_20_th0,DOLFUT,9.14,10.79,0,0.0,0.0,31.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.65
Donchian_55_20,DOLFUT,10.91,14.04,0,0.0,0.0,31.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.6
RSI_Bands_14_20_50,COPPERFUT,6.66,7.68,0,0.0,0.0,31.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.5
MomRev_252m_21r_th-5,DOLFUT,2.41,0.83,0,0.0,0.0,31.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.5
Donchian_55_20,DOLFUT,5.16,6.06,0,0.0,0.0,30.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.4
BB_Rev_20_2.5std_upper,DOLFUT,6.01,7.22,0,0.0,0.0,30.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.4
MA_Filter_EMA_50,DOLFUT,6.86,8.73,0,0.0,0.0,30.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.4
BB_Rev_20_2.0std_mean,DOLFUT,5.27,6.63,0,0.0,0.0,30.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.3
MomRev_252m_21r_th-5,USDBRL,3.93,4.65,0,0.0,0.0,30.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.3
BB_Rev_20_2.0std_mean,USDBRL,3.57,4.99,0,0.0,0.0,30.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.15
MA_Cross_SMA_50_200,BOVA11,28.77,46.93,0,0.0,0.0,30.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.15
TrendRev_MA200_RSI14_35_65,DOLFUT,1.52,2.32,0,0.0,0.0,30.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.05
MomRev_252m_21r_th-5,COPPERFUT,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
MomRev_252m_21r_th-5,DOLFUT,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
MomRev_252m_21r_th-5,XAUUSD,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
MomRev_252m_21r_th-5,WTIUSD,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
BB_Rev_20_2.0std_mean,IVVB11,9.5,15.74,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
TrendRev_MA200_RSI14_35_65,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
TrendRev_MA200_RSI14_35_65,XAUUSD,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Rev_14_25_75,USDBRL,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Rev_14_25_75,DOLFUT,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Rev_14_30_70,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Rev_14_25_75,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Bands_14_20_50,USDBRL,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
ZScore_60_entry2.0_exit0.0,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
TrendRev_MA200_RSI14_35_65,COPPERFUT,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Bands_14_20_50,USDBRL,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Bands_14_20_50,USDBRL,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
MomRev_252m_21r_th-5,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Bands_14_20_50,DOLFUT,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
RSI_Bands_14_20_50,IVVB11,0.0,0.0,0,0.0,0.0,30.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,15.0
Donchian_20_10,USDBRL,13.7,23.06,0,0.0,0.0,29.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.95
RSI_Rev_14_25_75,XAUUSD,17.03,29.07,0,0.0,0.0,29.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.9
RSI_Bands_14_20_50,SOYFUT,4.74,8.61,0,0.0,0.0,29.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.9
Triple_MA_SMA_10_50_200,USDBRL,11.97,20.77,0,0.0,0.0,29.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.9
TrendRev_MA200_RSI14_35_65,DOLFUT,1.65,3.33,0,0.0,0.0,29.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.9
ROC_20_th0,XAUUSD,10.99,19.25,0,0.0,0.0,29.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.85
Donchian_20_10,SOYFUT,16.39,28.31,0,0.0,0.0,29.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.85
MA_Cross_EMA_20_200,SOYFUT,19.35,33.45,0,0.0,0.0,29.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.8
BB_Rev_20_2.5std_upper,DOLFUT,3.23,6.67,0,0.0,0.0,29.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.8
MomRev_252m_21r_th-5,USDBRL,9.84,18.2,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
TrendRev_MA200_RSI14_35_65,DOLFUT,0.97,3.33,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
RSI_Bands_14_20_50,DOLFUT,-0.0,1.57,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
MA_Cross_EMA_20_200,DOLFUT,7.04,13.31,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
BB_Rev_20_2.0std_mean,USDBRL,4.26,8.88,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
RSI_Bands_14_20_50,DOLFUT,-0.0,1.57,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
Donchian_20_10,COPPERFUT,22.43,39.13,0,0.0,0.0,29.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.75
Donchian_55_20,XAUUSD,9.1,17.14,0,0.0,0.0,29.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.7
Momentum_126d_th5pct,DOLFUT,4.64,9.82,0,0.0,0.0,29.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.7
RSI_Rev_14_30_70,DOLFUT,4.35,9.62,0,0.0,0.0,29.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.65
Donchian_55_20,USDBRL,9.32,17.71,0,0.0,0.0,29.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.65
Donchian_20_10,DOLFUT,2.7,7.06,0,0.0,0.0,29.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.6
TrendRev_MA200_RSI14_35_65,COPPERFUT,3.0,8.14,0,0.0,0.0,29.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.55
Momentum_126d_th5pct,XAUUSD,0.26,3.28,0,0.0,0.0,29.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.55
ZScore_60_entry2.0_exit0.0,XAUUSD,6.08,13.48,0,0.0,0.0,29.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.5
ZScore_60_entry2.0_exit0.0,USDBRL,1.72,6.33,0,0.0,0.0,29.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.5
ZScore_60_entry2.0_exit0.0,USDBRL,9.35,18.82,0,0.0,0.0,29.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.5
RSI_Bands_14_20_50,IVVB11,1.11,5.68,0,0.0,0.0,28.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.45
RSI_Rev_14_25_75,DOLFUT,5.19,12.53,0,0.0,0.0,28.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.4
MA_Cross_SMA_20_200,BOVA11,25.5,46.58,0,0.0,0.0,28.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.4
TrendRev_MA200_RSI14_35_65,USDBRL,1.09,5.9,0,0.0,0.0,28.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.4
ZScore_60_entry2.0_exit0.0,BTCUSD,30.2,54.54,0,0.0,0.0,28.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.35
RSI_Rev_14_30_70,COPPERFUT,12.8,26.37,0,0.0,0.0,28.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.25
MA_Filter_EMA_50,COPPERFUT,15.46,31.1,0,0.0,0.0,28.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.2
Momentum_252d_th0pct,COPPERFUT,-0.76,4.54,0,0.0,0.0,28.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.15
BB_Rev_20_2.0std_mean,USDBRL,7.09,17.44,0,0.0,0.0,28.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.15
RSI_Rev_14_25_75,DOLFUT,3.86,12.53,0,0.0,0.0,28.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.1
MA_Cross_SMA_20_200,SOYFUT,18.24,36.33,0,0.0,0.0,28.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.1
MA_Filter_EMA_50,DOLFUT,7.3,18.8,0,0.0,0.0,28.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.0
Triple_MA_SMA_10_50_200,BOVA11,11.81,26.29,0,0.0,0.0,28.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.0
MA_Filter_SMA_200,DOLFUT,4.77,14.7,0,0.0,0.0,28.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.0
TrendRev_MA200_RSI14_35_65,DOLFUT,-2.15,3.11,0,0.0,0.0,28.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,14.0
TrendRev_MA200_RSI14_35_65,IVVB11,0.03,7.15,0,0.0,0.0,27.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.95
Triple_MA_SMA_10_50_200,SOYFUT,-0.51,6.28,0,0.0,0.0,27.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.95
Donchian_20_10,DOLFUT,6.78,18.26,0,0.0,0.0,27.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.95
RSI_Rev_14_30_70,USDBRL,3.66,13.04,0,0.0,0.0,27.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.95
RSI_Rev_14_30_70,BOVA11,19.89,40.63,0,0.0,0.0,27.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.9
MomRev_252m_21r_th-5,DOLFUT,-0.59,6.22,0,0.0,0.0,27.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.9
MA_Cross_SMA_50_200,DOLFUT,8.86,22.28,0,0.0,0.0,27.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.85
TrendRev_MA200_RSI14_35_65,SOYFUT,-2.03,4.16,0,0.0,0.0,27.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.85
MomRev_252m_21r_th-5,BOVA11,4.08,14.84,0,0.0,0.0,27.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.8
RSI_Rev_14_30_70,DOLFUT,0.84,9.75,0,0.0,0.0,27.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.75
TrendRev_MA200_RSI14_35_65,XAUUSD,0.34,8.75,0,0.0,0.0,27.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.75
Momentum_252d_th0pct,SOYFUT,15.83,35.17,0,0.0,0.0,27.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.7
RSI_Rev_14_25_75,USDBRL,5.78,18.41,0,0.0,0.0,27.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.7
ZScore_60_entry2.0_exit0.0,DOLFUT,0.5,9.69,0,0.0,0.0,27.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.65
Triple_MA_SMA_10_50_200,XAUUSD,-3.26,4.17,0,0.0,0.0,27.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.55
MomRev_252m_21r_th-5,SOYFUT,-1.23,7.78,0,0.0,0.0,27.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.5
MA_Cross_SMA_20_200,DOLFUT,-1.83,7.39,0,0.0,0.0,26.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.45
BB_Rev_20_2.0std_mean,DOLFUT,0.86,11.91,0,0.0,0.0,26.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.45
MA_Filter_SMA_200,COPPERFUT,19.69,43.52,0,0.0,0.0,26.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.4
Triple_MA_SMA_10_50_200,WTIUSD,-2.67,6.33,0,0.0,0.0,26.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.4
MomRev_252m_21r_th-5,DOLFUT,-2.93,6.22,0,0.0,0.0,26.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.35
BB_Rev_20_2.5std_upper,USDBRL,-0.02,11.71,0,0.0,0.0,26.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.25
MA_Cross_EMA_20_200,SOYFUT,15.65,37.6,0,0.0,0.0,26.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.25
Momentum_252d_th0pct,XAUUSD,-3.37,6.51,0,0.0,0.0,26.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.2
ZScore_60_entry2.0_exit0.0,DOLFUT,1.1,13.72,0,0.0,0.0,26.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.2
TrendRev_MA200_RSI14_35_65,WTIUSD,-3.64,6.16,0,0.0,0.0,26.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.15
RSI_Bands_14_20_50,USDBRL,-2.52,8.38,0,0.0,0.0,26.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.1
RSI_Bands_14_20_50,XAUUSD,3.53,18.71,0,0.0,0.0,26.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,13.1
